,team,total,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg,Home,index_opp,team_opp,total_opp,Pace_opp,eFG%_opp,TOV%_opp,ORB%_opp,FT/FGA_opp,ORtg_opp,Home_opp,season,date,won
2727,WAS,108,102.0,0.545,17.7,20.0,0.136,105.9,1,0,ATL,136,102.0,0.598,7.5,34.0,0.137,133.3,0,2024,2023-11-25,False
2728,CHO,115,95.5,0.595,12.8,13.9,0.266,120.4,0,1,ATL,114,95.5,0.634,15.2,20.0,0.122,119.3,1,2024,2024-04-10,True
2729,ATL,114,95.5,0.634,15.2,20.0,0.122,119.3,1,0,CHO,115,95.5,0.595,12.8,13.9,0.266,120.4,0,2024,2024-04-10,False
2730,SAS,105,96.2,0.539,12.0,24.4,0.089,109.2,0,1,NYK,126,96.2,0.555,2.7,27.1,0.15,131.0,1,2024,2023-11-08,False
2731,NYK,126,96.2,0.555,2.7,27.1,0.15,131.0,1,0,SAS,105,96.2,0.539,12.0,24.4,0.089,109.2,0,2024,2023-11-08,True
2732,LAC,100,90.3,0.529,15.1,32.4,0.118,110.7,0,1,ORL,97,90.3,0.5,13.1,31.0,0.128,107.4,1,2024,2024-03-29,True
2733,ORL,97,90.3,0.5,13.1,31.0,0.128,107.4,1,0,LAC,100,90.3,0.529,15.1,32.4,0.118,110.7,0,2024,2024-03-29,False
2734,POR,102,99.3,0.478,14.6,24.4,0.165,102.7,0,1,MIL,108,99.3,0.472,14.2,38.3,0.27,108.8,1,2024,2023-11-26,False
2735,MIL,108,99.3,0.472,14.2,38.3,0.27,108.8,1,0,POR,102,99.3,0.478,14.6,24.4,0.165,102.7,0,2024,2023-11-26,True
2736,POR,106,100.2,0.5,16.5,30.2,0.262,105.8,0,1,LAL,104,100.2,0.478,11.4,20.4,0.174,103.8,1,2023,2022-10-23,True
2737,LAL,104,100.2,0.478,11.4,20.4,0.174,103.8,1,0,POR,106,100.2,0.5,16.5,30.2,0.262,105.8,0,2023,2022-10-23,False
2738,OKC,112,97.5,0.511,7.3,22.9,0.222,114.8,0,1,BRK,102,97.5,0.495,13.1,26.4,0.132,104.6,1,2023,2023-01-15,True
2739,BRK,102,97.5,0.495,13.1,26.4,0.132,104.6,1,0,OKC,112,97.5,0.511,7.3,22.9,0.222,114.8,0,2023,2023-01-15,False
2740,BRK,108,98.6,0.44,5.0,29.3,0.2,109.6,0,1,OKC,124,98.6,0.651,12.4,14.3,0.193,125.8,1,2024,2023-12-31,False
2741,OKC,124,98.6,0.651,12.4,14.3,0.193,125.8,1,0,BRK,108,98.6,0.44,5.0,29.3,0.2,109.6,0,2024,2023-12-31,True
2742,SAC,95,93.8,0.5,14.1,21.7,0.118,101.3,0,1,DEN,109,93.8,0.542,14.4,38.5,0.214,116.2,1,2023,2023-04-09,False
2743,DEN,109,93.8,0.542,14.4,38.5,0.214,116.2,1,0,SAC,95,93.8,0.5,14.1,21.7,0.118,101.3,0,2023,2023-04-09,True
2744,DAL,128,98.4,0.631,10.2,19.5,0.262,130.1,0,1,PHO,114,98.4,0.522,12.9,31.8,0.222,115.8,1,2024,2023-12-25,True
2745,PHO,114,98.4,0.522,12.9,31.8,0.222,115.8,1,0,DAL,128,98.4,0.631,10.2,19.5,0.262,130.1,0,2024,2023-12-25,False
2746,CHI,102,92.6,0.506,11.3,25.0,0.174,110.2,0,1,LAC,112,92.6,0.571,12.4,25.7,0.19,121.0,1,2024,2024-03-09,False
2747,LAC,112,92.6,0.571,12.4,25.7,0.19,121.0,1,0,CHI,102,92.6,0.506,11.3,25.0,0.174,110.2,0,2024,2024-03-09,True
2748,TOR,122,98.3,0.481,9.9,30.4,0.167,112.4,0,1,ATL,124,98.3,0.538,11.7,24.4,0.272,114.2,1,2023,2022-11-19,False
2749,ATL,124,98.3,0.538,11.7,24.4,0.272,114.2,1,0,TOR,122,98.3,0.481,9.9,30.4,0.167,112.4,0,2023,2022-11-19,True
2750,BOS,126,96.7,0.577,7.2,26.8,0.231,130.3,0,1,LAL,115,96.7,0.55,10.8,28.3,0.178,118.9,1,2024,2023-12-25,True
2751,LAL,115,96.7,0.55,10.8,28.3,0.178,118.9,1,0,BOS,126,96.7,0.577,7.2,26.8,0.231,130.3,0,2024,2023-12-25,False
2752,HOU,133,100.2,0.65,10.7,22.9,0.178,132.7,0,1,CHI,118,100.2,0.56,7.3,17.8,0.163,117.7,1,2023,2022-12-26,True
2753,CHI,118,100.2,0.56,7.3,17.8,0.163,117.7,1,0,HOU,133,100.2,0.65,10.7,22.9,0.178,132.7,0,2023,2022-12-26,False
2754,PHI,119,89.3,0.601,6.0,21.1,0.135,133.3,0,1,BOS,115,89.3,0.653,16.2,28.6,0.227,128.8,1,2023,2023-05-01,True
2755,BOS,115,89.3,0.653,16.2,28.6,0.227,128.8,1,0,PHI,119,89.3,0.601,6.0,21.1,0.135,133.3,0,2023,2023-05-01,False
2756,DAL,106,96.3,0.533,14.3,18.6,0.329,110.1,0,1,MIN,116,96.3,0.539,9.1,20.9,0.225,120.5,1,2023,2022-12-19,False
2757,MIN,116,96.3,0.539,9.1,20.9,0.225,120.5,1,0,DAL,106,96.3,0.533,14.3,18.6,0.329,110.1,0,2023,2022-12-19,True
2758,OKC,114,100.4,0.479,10.0,30.9,0.216,113.6,0,1,UTA,98,100.4,0.524,17.4,17.5,0.133,97.6,1,2023,2023-04-06,True
2759,UTA,98,100.4,0.524,17.4,17.5,0.133,97.6,1,0,OKC,114,100.4,0.479,10.0,30.9,0.216,113.6,0,2023,2023-04-06,False
2760,CHO,91,90.4,0.482,12.6,25.6,0.119,100.7,0,1,ATL,132,90.4,0.667,7.7,28.2,0.133,146.1,1,2024,2024-03-23,False
2761,ATL,132,90.4,0.667,7.7,28.2,0.133,146.1,1,0,CHO,91,90.4,0.482,12.6,25.6,0.119,100.7,0,2024,2024-03-23,True
2762,MEM,101,99.5,0.446,15.0,32.7,0.194,101.5,0,1,LAL,111,99.5,0.494,11.3,25.6,0.244,111.5,1,2023,2023-04-22,False
2763,LAL,111,99.5,0.494,11.3,25.6,0.244,111.5,1,0,MEM,101,99.5,0.446,15.0,32.7,0.194,101.5,0,2023,2023-04-22,True
2764,MIL,105,99.1,0.537,13.3,15.6,0.207,105.9,0,1,TOR,121,99.1,0.563,8.1,18.4,0.147,122.1,1,2023,2023-04-09,False
2765,TOR,121,99.1,0.563,8.1,18.4,0.147,122.1,1,0,MIL,105,99.1,0.537,13.3,15.6,0.207,105.9,0,2023,2023-04-09,True
2766,GSW,118,106.2,0.62,19.9,18.4,0.181,111.2,0,1,CHI,132,106.2,0.584,8.7,17.5,0.221,124.3,1,2023,2023-01-15,False
2767,CHI,132,106.2,0.584,8.7,17.5,0.221,124.3,1,0,GSW,118,106.2,0.62,19.9,18.4,0.181,111.2,0,2023,2023-01-15,True
2768,CHI,126,101.4,0.614,10.0,14.6,0.205,124.2,0,1,MIN,150,101.4,0.787,11.3,14.3,0.149,147.9,1,2023,2022-12-18,False
2769,MIN,150,101.4,0.787,11.3,14.3,0.149,147.9,1,0,CHI,126,101.4,0.614,10.0,14.6,0.205,124.2,0,2023,2022-12-18,True
2770,SAC,128,104.3,0.571,12.9,19.5,0.365,122.8,0,1,PHO,119,104.3,0.567,12.4,18.4,0.202,114.1,1,2023,2023-03-11,True
2771,PHO,119,104.3,0.567,12.4,18.4,0.202,114.1,1,0,SAC,128,104.3,0.571,12.9,19.5,0.365,122.8,0,2023,2023-03-11,False
2772,UTA,119,100.1,0.551,13.8,27.9,0.25,118.9,0,1,OKC,129,100.1,0.586,10.6,28.9,0.31,128.8,1,2023,2023-03-05,False
2773,OKC,129,100.1,0.586,10.6,28.9,0.31,128.8,1,0,UTA,119,100.1,0.551,13.8,27.9,0.25,118.9,0,2023,2023-03-05,True
2774,DAL,125,94.1,0.645,11.6,9.3,0.163,120.3,0,1,DET,131,94.1,0.622,11.1,33.3,0.149,126.0,1,2023,2022-12-01,False
2775,DET,131,94.1,0.622,11.1,33.3,0.149,126.0,1,0,DAL,125,94.1,0.645,11.6,9.3,0.163,120.3,0,2023,2022-12-01,True
2776,MIN,109,100.1,0.505,9.7,20.8,0.113,108.9,0,1,LAL,120,100.1,0.59,16.6,34.1,0.265,119.9,1,2024,2024-03-10,False
2777,LAL,120,100.1,0.59,16.6,34.1,0.265,119.9,1,0,MIN,109,100.1,0.505,9.7,20.8,0.113,108.9,0,2024,2024-03-10,True
2778,BRK,136,100.0,0.621,8.7,28.3,0.189,135.9,0,1,PHI,121,100.0,0.521,4.4,21.6,0.219,120.9,1,2024,2024-02-03,True
2779,PHI,121,100.0,0.521,4.4,21.6,0.219,120.9,1,0,BRK,136,100.0,0.621,8.7,28.3,0.189,135.9,0,2024,2024-02-03,False
2780,NOP,114,98.9,0.528,9.1,16.3,0.211,115.2,0,1,IND,123,98.9,0.559,7.0,29.8,0.088,124.3,1,2024,2024-02-28,False
2781,IND,123,98.9,0.559,7.0,29.8,0.088,124.3,1,0,NOP,114,98.9,0.528,9.1,16.3,0.211,115.2,0,2024,2024-02-28,True
2782,MIA,96,92.4,0.425,10.9,12.8,0.253,94.1,0,1,BRK,95,92.4,0.404,7.0,15.8,0.152,93.1,1,2024,2024-01-15,True
2783,BRK,95,92.4,0.404,7.0,15.8,0.152,93.1,1,0,MIA,96,92.4,0.425,10.9,12.8,0.253,94.1,0,2024,2024-01-15,False
2784,SAS,102,94.4,0.54,15.0,23.8,0.092,108.0,0,1,MEM,87,94.4,0.375,6.0,29.3,0.087,92.2,1,2024,2024-04-09,True
2785,MEM,87,94.4,0.375,6.0,29.3,0.087,92.2,1,0,SAS,102,94.4,0.54,15.0,23.8,0.092,108.0,0,2024,2024-04-09,False
2786,PHO,87,89.8,0.432,8.5,23.4,0.053,96.9,0,1,DEN,97,89.8,0.52,10.5,15.2,0.237,108.0,1,2023,2023-05-01,False
2787,DEN,97,89.8,0.52,10.5,15.2,0.237,108.0,1,0,PHO,87,89.8,0.432,8.5,23.4,0.053,96.9,0,2023,2023-05-01,True
2788,POR,112,94.1,0.531,11.2,26.7,0.338,119.0,0,1,DAL,117,94.1,0.593,10.6,17.9,0.259,124.4,1,2023,2022-11-12,False
2789,DAL,117,94.1,0.593,10.6,17.9,0.259,124.4,1,0,POR,112,94.1,0.531,11.2,26.7,0.338,119.0,0,2023,2022-11-12,True
2790,ORL,83,95.8,0.372,10.8,20.0,0.221,86.6,0,1,CLE,97,95.8,0.494,15.9,25.6,0.21,101.2,1,2024,2024-04-20,False
2791,CLE,97,95.8,0.494,15.9,25.6,0.21,101.2,1,0,ORL,83,95.8,0.372,10.8,20.0,0.221,86.6,0,2024,2024-04-20,True
2792,MIA,84,94.0,0.431,6.2,4.0,0.103,89.3,0,1,BOS,118,94.0,0.649,13.6,22.9,0.234,125.5,1,2024,2024-05-01,False
2793,BOS,118,94.0,0.649,13.6,22.9,0.234,125.5,1,0,MIA,84,94.0,0.431,6.2,4.0,0.103,89.3,0,2024,2024-05-01,True
2794,ATL,114,96.1,0.51,7.9,31.4,0.155,118.6,0,1,BOS,120,96.1,0.612,13.6,26.1,0.124,124.8,1,2023,2023-04-09,False
2795,BOS,120,96.1,0.612,13.6,26.1,0.124,124.8,1,0,ATL,114,96.1,0.51,7.9,31.4,0.155,118.6,0,2023,2023-04-09,True
2796,TOR,100,93.1,0.453,10.5,30.0,0.135,107.4,0,1,LAC,108,93.1,0.592,16.7,25.7,0.338,116.0,1,2023,2023-03-08,False
2797,LAC,108,93.1,0.592,16.7,25.7,0.338,116.0,1,0,TOR,100,93.1,0.453,10.5,30.0,0.135,107.4,0,2023,2023-03-08,True
2798,MIL,100,98.1,0.549,13.4,11.9,0.122,102.0,0,1,NOP,107,98.1,0.44,5.4,21.2,0.297,109.1,1,2024,2024-03-28,False
2799,NOP,107,98.1,0.44,5.4,21.2,0.297,109.1,1,0,MIL,100,98.1,0.549,13.4,11.9,0.122,102.0,0,2024,2024-03-28,True
2800,SAS,124,99.5,0.657,17.2,26.5,0.181,124.6,0,1,HOU,105,99.5,0.452,9.3,30.2,0.213,105.5,1,2023,2022-12-19,True
2801,HOU,105,99.5,0.452,9.3,30.2,0.213,105.5,1,0,SAS,124,99.5,0.657,17.2,26.5,0.181,124.6,0,2023,2022-12-19,False
2802,IND,140,103.5,0.626,10.6,38.5,0.162,135.3,0,1,TOR,123,103.5,0.527,12.1,35.6,0.255,118.8,1,2024,2024-04-09,True
2803,TOR,123,103.5,0.527,12.1,35.6,0.255,118.8,1,0,IND,140,103.5,0.626,10.6,38.5,0.162,135.3,0,2024,2024-04-09,False
2804,HOU,106,98.9,0.582,23.0,29.4,0.177,107.2,0,1,NOP,119,98.9,0.535,10.7,26.7,0.314,120.3,1,2023,2022-11-12,False
2805,NOP,119,98.9,0.535,10.7,26.7,0.314,120.3,1,0,HOU,106,98.9,0.582,23.0,29.4,0.177,107.2,0,2023,2022-11-12,True
2806,TOR,103,99.1,0.45,6.0,24.6,0.119,103.9,0,1,BRK,115,99.1,0.522,13.0,29.5,0.247,116.0,1,2024,2023-11-28,False
2807,BRK,115,99.1,0.522,13.0,29.5,0.247,116.0,1,0,TOR,103,99.1,0.45,6.0,24.6,0.119,103.9,0,2024,2023-11-28,True
2808,ATL,89,92.4,0.412,10.3,20.8,0.224,96.3,0,1,NYK,113,92.4,0.548,13.0,31.7,0.265,122.3,1,2023,2022-12-07,False
2809,NYK,113,92.4,0.548,13.0,31.7,0.265,122.3,1,0,ATL,89,92.4,0.412,10.3,20.8,0.224,96.3,0,2023,2022-12-07,True
2810,MEM,125,99.4,0.572,9.3,34.9,0.144,125.8,0,1,ATL,119,99.4,0.536,8.7,26.5,0.167,119.7,1,2024,2023-12-23,True
2811,ATL,119,99.4,0.536,8.7,26.5,0.167,119.7,1,0,MEM,125,99.4,0.572,9.3,34.9,0.144,125.8,0,2024,2023-12-23,False
2812,ATL,117,103.9,0.485,7.5,25.0,0.176,112.6,0,1,BOS,125,103.9,0.618,12.5,14.3,0.108,120.3,1,2024,2024-02-07,False
2813,BOS,125,103.9,0.618,12.5,14.3,0.108,120.3,1,0,ATL,117,103.9,0.485,7.5,25.0,0.176,112.6,0,2024,2024-02-07,True
2814,CHO,120,95.2,0.61,8.6,24.4,0.099,126.0,0,1,CLE,110,95.2,0.559,12.6,24.5,0.065,115.5,1,2024,2024-04-14,True
2815,CLE,110,95.2,0.559,12.6,24.5,0.065,115.5,1,0,CHO,120,95.2,0.61,8.6,24.4,0.099,126.0,0,2024,2024-04-14,False
2816,NYK,121,95.7,0.511,9.4,32.7,0.28,126.5,0,1,CHO,102,95.7,0.476,11.1,27.3,0.262,106.6,1,2023,2022-12-09,True
2817,CHO,102,95.7,0.476,11.1,27.3,0.262,106.6,1,0,NYK,121,95.7,0.511,9.4,32.7,0.28,126.5,0,2023,2022-12-09,False
2818,IND,145,109.9,0.636,8.8,23.3,0.084,131.9,0,1,LAL,150,109.9,0.629,8.5,21.1,0.427,136.4,1,2024,2024-03-24,False
2819,LAL,150,109.9,0.629,8.5,21.1,0.427,136.4,1,0,IND,145,109.9,0.636,8.8,23.3,0.084,131.9,0,2024,2024-03-24,True
2820,PHI,99,97.5,0.431,12.3,29.6,0.276,101.5,0,1,MIN,112,97.5,0.539,10.8,23.8,0.18,114.8,1,2024,2023-11-22,False
2821,MIN,112,97.5,0.539,10.8,23.8,0.18,114.8,1,0,PHI,99,97.5,0.431,12.3,29.6,0.276,101.5,0,2024,2023-11-22,True
2822,NYK,100,84.1,0.482,9.6,37.2,0.226,119.0,0,1,ORL,118,84.1,0.711,12.9,28.0,0.132,140.4,1,2024,2024-02-14,False
2823,ORL,118,84.1,0.711,12.9,28.0,0.132,140.4,1,0,NYK,100,84.1,0.482,9.6,37.2,0.226,119.0,0,2024,2024-02-14,True
2824,MIN,143,100.0,0.689,9.0,21.6,0.082,143.0,0,1,UTA,118,100.0,0.476,6.5,35.0,0.171,118.0,1,2023,2023-02-08,True
2825,UTA,118,100.0,0.476,6.5,35.0,0.171,118.0,1,0,MIN,143,100.0,0.689,9.0,21.6,0.082,143.0,0,2023,2023-02-08,False
2826,MEM,96,95.9,0.513,15.0,7.1,0.253,100.1,0,1,CHI,125,95.9,0.593,9.9,31.0,0.187,130.4,1,2024,2024-01-20,False
2827,CHI,125,95.9,0.593,9.9,31.0,0.187,130.4,1,0,MEM,96,95.9,0.513,15.0,7.1,0.253,100.1,0,2024,2024-01-20,True
2828,GSW,119,105.2,0.536,13.7,33.3,0.143,113.1,0,1,ATL,127,105.2,0.55,8.3,25.5,0.17,120.7,1,2023,2023-03-17,False
2829,ATL,127,105.2,0.55,8.3,25.5,0.17,120.7,1,0,GSW,119,105.2,0.536,13.7,33.3,0.143,113.1,0,2023,2023-03-17,True
2830,CHO,105,105.5,0.467,10.4,18.4,0.207,99.6,0,1,GSW,110,105.5,0.474,11.7,19.1,0.211,104.3,1,2023,2022-12-27,False
2831,GSW,110,105.5,0.474,11.7,19.1,0.211,104.3,1,0,CHO,105,105.5,0.467,10.4,18.4,0.207,99.6,0,2023,2022-12-27,True
2832,PHI,105,95.9,0.556,11.8,13.9,0.185,109.5,0,1,POR,95,95.9,0.429,13.3,25.5,0.259,99.1,1,2023,2023-01-19,True
2833,POR,95,95.9,0.429,13.3,25.5,0.259,99.1,1,0,PHI,105,95.9,0.556,11.8,13.9,0.185,109.5,0,2023,2023-01-19,False
2834,CHI,89,99.3,0.408,15.4,24.4,0.207,89.6,0,1,MEM,104,99.3,0.549,12.6,11.6,0.185,104.7,1,2023,2023-02-07,False
2835,MEM,104,99.3,0.549,12.6,11.6,0.185,104.7,1,0,CHI,89,99.3,0.408,15.4,24.4,0.207,89.6,0,2023,2023-02-07,True
2836,NYK,108,105.4,0.477,13.9,14.6,0.302,102.5,0,1,ORL,117,105.4,0.489,12.3,29.2,0.337,111.0,1,2024,2023-12-29,False
2837,ORL,117,105.4,0.489,12.3,29.2,0.337,111.0,1,0,NYK,108,105.4,0.477,13.9,14.6,0.302,102.5,0,2024,2023-12-29,True
2838,MIN,112,104.6,0.529,15.0,17.4,0.259,107.1,0,1,DEN,146,104.6,0.694,8.9,17.6,0.183,139.6,1,2023,2023-02-07,False
2839,DEN,146,104.6,0.694,8.9,17.6,0.183,139.6,1,0,MIN,112,104.6,0.529,15.0,17.4,0.259,107.1,0,2023,2023-02-07,True
2840,CHO,113,94.9,0.516,8.8,34.8,0.158,119.0,0,1,IND,144,94.9,0.725,12.2,27.6,0.35,151.7,1,2024,2023-12-20,False
2841,IND,144,94.9,0.725,12.2,27.6,0.35,151.7,1,0,CHO,113,94.9,0.516,8.8,34.8,0.158,119.0,0,2024,2023-12-20,True
2842,PHI,133,95.8,0.721,13.6,24.0,0.286,138.9,0,1,ORL,103,95.8,0.532,14.3,15.9,0.241,107.5,1,2023,2022-11-27,True
2843,ORL,103,95.8,0.532,14.3,15.9,0.241,107.5,1,0,PHI,133,95.8,0.721,13.6,24.0,0.286,138.9,0,2023,2022-11-27,False
2844,NYK,101,90.9,0.466,11.7,38.6,0.216,111.1,0,1,CLE,97,90.9,0.494,13.2,24.4,0.181,106.7,1,2023,2023-04-15,True
2845,CLE,97,90.9,0.494,13.2,24.4,0.181,106.7,1,0,NYK,101,90.9,0.466,11.7,38.6,0.216,111.1,0,2023,2023-04-15,False
2846,NYK,106,103.0,0.519,18.6,24.4,0.288,102.9,0,1,PHI,104,103.0,0.444,12.3,24.5,0.173,101.0,1,2023,2022-11-04,True
2847,PHI,104,103.0,0.444,12.3,24.5,0.173,101.0,1,0,NYK,106,103.0,0.519,18.6,24.4,0.288,102.9,0,2023,2022-11-04,False
2848,MEM,91,96.5,0.372,8.5,17.3,0.366,94.3,0,1,HOU,111,96.5,0.511,5.6,14.0,0.185,115.0,1,2024,2023-11-22,False
2849,HOU,111,96.5,0.511,5.6,14.0,0.185,115.0,1,0,MEM,91,96.5,0.372,8.5,17.3,0.366,94.3,0,2024,2023-11-22,True
2850,SAS,93,101.9,0.41,9.4,21.7,0.11,91.3,0,1,DAL,116,101.9,0.592,13.5,20.5,0.076,113.9,1,2024,2024-02-14,False
2851,DAL,116,101.9,0.592,13.5,20.5,0.076,113.9,1,0,SAS,93,101.9,0.41,9.4,21.7,0.11,91.3,0,2024,2024-02-14,True
2852,LAC,115,99.8,0.495,10.9,29.4,0.247,115.3,0,1,PHO,110,99.8,0.512,9.4,15.0,0.317,110.3,1,2023,2023-04-16,True
2853,PHO,110,99.8,0.512,9.4,15.0,0.317,110.3,1,0,LAC,115,99.8,0.495,10.9,29.4,0.247,115.3,0,2023,2023-04-16,False
2854,PHO,128,98.1,0.648,12.2,15.2,0.284,130.5,0,1,OKC,118,98.1,0.472,7.0,28.3,0.398,120.3,1,2023,2023-04-02,True
2855,OKC,118,98.1,0.472,7.0,28.3,0.398,120.3,1,0,PHO,128,98.1,0.648,12.2,15.2,0.284,130.5,0,2023,2023-04-02,False
2856,CHI,109,96.5,0.45,5.2,31.0,0.19,112.9,0,1,MIL,118,96.5,0.556,12.9,31.0,0.213,122.3,1,2024,2023-11-13,False
2857,MIL,118,96.5,0.556,12.9,31.0,0.213,122.3,1,0,CHI,109,96.5,0.45,5.2,31.0,0.19,112.9,0,2024,2023-11-13,True
2858,OKC,111,96.0,0.511,9.1,24.5,0.185,115.6,0,1,LAL,116,96.0,0.527,9.6,32.7,0.22,120.8,1,2023,2023-03-24,False
2859,LAL,116,96.0,0.527,9.6,32.7,0.22,120.8,1,0,OKC,111,96.0,0.511,9.1,24.5,0.185,115.6,0,2023,2023-03-24,True
2860,CHO,124,101.2,0.482,6.9,49.1,0.164,122.6,0,1,WAS,117,101.2,0.568,13.4,15.2,0.193,115.6,1,2024,2023-11-10,True
2861,WAS,117,101.2,0.568,13.4,15.2,0.193,115.6,1,0,CHO,124,101.2,0.482,6.9,49.1,0.164,122.6,0,2024,2023-11-10,False
2862,UTA,105,94.0,0.494,15.8,37.0,0.247,111.7,0,1,NOP,112,94.0,0.61,13.6,19.4,0.146,119.2,1,2024,2023-12-28,False
2863,NOP,112,94.0,0.61,13.6,19.4,0.146,119.2,1,0,UTA,105,94.0,0.494,15.8,37.0,0.247,111.7,0,2024,2023-12-28,True
2864,UTA,110,98.6,0.567,18.8,20.0,0.333,111.6,0,1,LAC,102,98.6,0.54,12.3,10.3,0.092,103.4,1,2023,2022-11-06,True
2865,LAC,102,98.6,0.54,12.3,10.3,0.092,103.4,1,0,UTA,110,98.6,0.567,18.8,20.0,0.333,111.6,0,2023,2022-11-06,False
2866,BOS,114,94.0,0.535,11.1,21.4,0.256,121.3,0,1,PHI,102,94.0,0.5,12.6,20.0,0.308,108.5,1,2023,2023-05-05,True
2867,PHI,102,94.0,0.5,12.6,20.0,0.308,108.5,1,0,BOS,114,94.0,0.535,11.1,21.4,0.256,121.3,0,2023,2023-05-05,False
2868,PHI,105,91.7,0.519,11.8,20.0,0.308,114.5,0,1,PHO,125,91.7,0.586,6.5,31.7,0.172,136.3,1,2023,2023-03-25,False
2869,PHO,125,91.7,0.586,6.5,31.7,0.172,136.3,1,0,PHI,105,91.7,0.519,11.8,20.0,0.308,114.5,0,2023,2023-03-25,True
2870,CLE,117,96.0,0.614,15.6,27.0,0.181,121.8,0,1,LAC,119,96.0,0.614,9.0,9.5,0.278,123.9,1,2023,2022-11-07,False
2871,LAC,119,96.0,0.614,9.0,9.5,0.278,123.9,1,0,CLE,117,96.0,0.614,15.6,27.0,0.181,121.8,0,2023,2022-11-07,True
2872,MIL,118,88.4,0.523,9.9,26.2,0.295,120.8,0,1,IND,121,88.4,0.49,6.5,37.3,0.171,123.9,1,2024,2024-04-26,False
2873,IND,121,88.4,0.49,6.5,37.3,0.171,123.9,1,0,MIL,118,88.4,0.523,9.9,26.2,0.295,120.8,0,2024,2024-04-26,True
2874,MIN,151,105.8,0.673,6.0,23.9,0.149,142.8,0,1,SAS,131,105.8,0.595,11.0,22.7,0.189,123.9,1,2023,2023-04-08,True
2875,SAS,131,105.8,0.595,11.0,22.7,0.189,123.9,1,0,MIN,151,105.8,0.673,6.0,23.9,0.149,142.8,0,2023,2023-04-08,False
2876,MIN,106,95.3,0.546,12.8,10.8,0.303,111.2,0,1,NYK,112,95.3,0.506,11.4,34.8,0.247,117.5,1,2024,2024-01-01,False
2877,NYK,112,95.3,0.506,11.4,34.8,0.247,117.5,1,0,MIN,106,95.3,0.546,12.8,10.8,0.303,111.2,0,2024,2024-01-01,True
2878,IND,115,101.7,0.538,11.3,13.6,0.187,113.1,0,1,POR,118,101.7,0.524,8.3,22.5,0.357,116.1,1,2024,2024-01-19,False
2879,POR,118,101.7,0.524,8.3,22.5,0.357,116.1,1,0,IND,115,101.7,0.538,11.3,13.6,0.187,113.1,0,2024,2024-01-19,True
2880,HOU,91,86.9,0.475,15.4,30.0,0.188,104.7,0,1,CLE,108,86.9,0.524,8.8,35.1,0.253,124.3,1,2023,2023-03-26,False
2881,CLE,108,86.9,0.524,8.8,35.1,0.253,124.3,1,0,HOU,91,86.9,0.475,15.4,30.0,0.188,104.7,0,2023,2023-03-26,True
2882,WAS,126,101.7,0.592,15.9,32.6,0.185,123.9,0,1,NOP,133,101.7,0.618,8.9,22.9,0.258,130.8,1,2024,2024-02-14,False
2883,NOP,133,101.7,0.618,8.9,22.9,0.258,130.8,1,0,WAS,126,101.7,0.592,15.9,32.6,0.185,123.9,0,2024,2024-02-14,True
2884,MIN,129,88.8,0.672,7.8,32.4,0.138,145.3,0,1,MIL,105,88.8,0.58,12.9,24.4,0.136,118.3,1,2024,2024-02-08,True
2885,MIL,105,88.8,0.58,12.9,24.4,0.136,118.3,1,0,MIN,129,88.8,0.672,7.8,32.4,0.138,145.3,0,2024,2024-02-08,False
2886,CHI,109,92.9,0.631,15.8,21.6,0.1,117.3,0,1,MIN,101,92.9,0.537,12.6,18.6,0.173,108.7,1,2024,2024-03-31,True
2887,MIN,101,92.9,0.537,12.6,18.6,0.173,108.7,1,0,CHI,109,92.9,0.631,15.8,21.6,0.1,117.3,0,2024,2024-03-31,False
2888,DET,111,96.1,0.57,15.8,25.6,0.266,115.5,0,1,NYK,113,96.1,0.527,12.1,31.9,0.174,117.6,1,2024,2024-02-26,False
2889,NYK,113,96.1,0.527,12.1,31.9,0.174,117.6,1,0,DET,111,96.1,0.57,15.8,25.6,0.266,115.5,0,2024,2024-02-26,True
2890,TOR,108,97.6,0.495,12.3,27.7,0.185,110.7,0,1,WAS,119,97.6,0.595,12.9,23.1,0.226,121.9,1,2023,2023-03-02,False
2891,WAS,119,97.6,0.595,12.9,23.1,0.226,121.9,1,0,TOR,108,97.6,0.495,12.3,27.7,0.185,110.7,0,2023,2023-03-02,True
2892,DEN,115,91.9,0.585,9.7,23.8,0.232,125.1,0,1,LAC,103,91.9,0.529,11.4,25.0,0.126,112.0,1,2023,2023-01-13,True
2893,LAC,103,91.9,0.529,11.4,25.0,0.126,112.0,1,0,DEN,115,91.9,0.585,9.7,23.8,0.232,125.1,0,2023,2023-01-13,False
2894,CHO,84,96.1,0.386,12.4,15.7,0.291,87.4,0,1,MIL,120,96.1,0.532,4.6,20.0,0.213,124.9,1,2024,2024-02-09,False
2895,MIL,120,96.1,0.532,4.6,20.0,0.213,124.9,1,0,CHO,84,96.1,0.386,12.4,15.7,0.291,87.4,0,2024,2024-02-09,True
2896,ORL,117,103.4,0.505,10.9,24.0,0.234,113.2,0,1,MIL,139,103.4,0.66,7.2,17.4,0.16,134.5,1,2023,2023-03-01,False
2897,MIL,139,103.4,0.66,7.2,17.4,0.16,134.5,1,0,ORL,117,103.4,0.505,10.9,24.0,0.234,113.2,0,2023,2023-03-01,True
