,team,total,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg,Home,index_opp,team_opp,total_opp,Pace_opp,eFG%_opp,TOV%_opp,ORB%_opp,FT/FGA_opp,ORtg_opp,Home_opp,season,date,won
14475,IND,96,91.4,0.488,9.0,18.2,0.21,105.1,1,0,BOS,104,91.4,0.562,12.5,22.0,0.16,113.8,0,2019,2019-04-19,False
14476,TOR,111,98.5,0.556,13.7,17.1,0.135,112.6,0,1,POR,112,98.5,0.542,12.1,18.2,0.265,113.7,1,2021,2021-01-11,False
14477,POR,112,98.5,0.542,12.1,18.2,0.265,113.7,1,0,TOR,111,98.5,0.556,13.7,17.1,0.135,112.6,0,2021,2021-01-11,True
14478,MIA,93,92.0,0.532,17.6,18.2,0.143,101.1,0,1,BOS,112,92.0,0.544,9.7,23.8,0.329,121.7,1,2020,2019-12-04,False
14479,BOS,112,92.0,0.544,9.7,23.8,0.329,121.7,1,0,MIA,93,92.0,0.532,17.6,18.2,0.143,101.1,0,2020,2019-12-04,True
14480,POR,118,100.8,0.516,7.8,23.3,0.198,117.0,0,1,ATL,98,100.8,0.452,9.1,15.1,0.138,97.2,1,2019,2019-03-29,True
14481,ATL,98,100.8,0.452,9.1,15.1,0.138,97.2,1,0,POR,118,100.8,0.516,7.8,23.3,0.198,117.0,0,2019,2019-03-29,False
14482,TOR,122,96.0,0.667,15.5,18.8,0.231,127.1,0,1,POR,128,96.0,0.58,7.2,27.9,0.202,133.3,1,2019,2018-12-14,False
14483,POR,128,96.0,0.58,7.2,27.9,0.202,133.3,1,0,TOR,122,96.0,0.667,15.5,18.8,0.231,127.1,0,2019,2018-12-14,True
14484,CHO,116,103.8,0.571,11.6,18.6,0.224,111.8,0,1,IND,108,103.8,0.517,15.4,20.0,0.221,104.1,1,2022,2021-12-29,True
14485,IND,108,103.8,0.517,15.4,20.0,0.221,104.1,1,0,CHO,116,103.8,0.571,11.6,18.6,0.224,111.8,0,2022,2021-12-29,False
14486,BOS,90,95.3,0.388,13.7,33.3,0.236,94.4,0,1,LAC,114,95.3,0.589,13.2,22.5,0.179,119.6,1,2016,2016-03-28,False
14487,LAC,114,95.3,0.589,13.2,22.5,0.179,119.6,1,0,BOS,90,95.3,0.388,13.7,33.3,0.236,94.4,0,2016,2016-03-28,True
14488,CHI,86,99.6,0.427,15.7,26.0,0.112,86.3,0,1,HOU,118,99.6,0.538,8.9,19.1,0.194,118.4,1,2018,2018-03-27,False
14489,HOU,118,99.6,0.538,8.9,19.1,0.194,118.4,1,0,CHI,86,99.6,0.427,15.7,26.0,0.112,86.3,0,2018,2018-03-27,True
14490,WAS,101,92.1,0.543,12.9,14.3,0.146,109.7,0,1,CHI,90,92.1,0.481,13.9,20.5,0.163,97.7,1,2018,2018-02-10,True
14491,CHI,90,92.1,0.481,13.9,20.5,0.163,97.7,1,0,WAS,101,92.1,0.543,12.9,14.3,0.146,109.7,0,2018,2018-02-10,False
14492,POR,115,103.6,0.535,10.7,19.5,0.282,111.0,0,1,WAS,110,103.6,0.5,16.7,24.4,0.222,106.1,1,2022,2022-01-15,True
14493,WAS,110,103.6,0.5,16.7,24.4,0.222,106.1,1,0,POR,115,103.6,0.535,10.7,19.5,0.282,111.0,0,2022,2022-01-15,False
14494,SAS,109,100.4,0.512,14.9,26.8,0.259,108.5,0,1,DET,99,100.4,0.451,10.5,22.4,0.187,98.6,1,2016,2016-01-12,True
14495,DET,99,100.4,0.451,10.5,22.4,0.187,98.6,1,0,SAS,109,100.4,0.512,14.9,26.8,0.259,108.5,0,2016,2016-01-12,False
14496,DAL,112,92.3,0.574,10.8,28.6,0.235,121.3,0,1,SAC,96,92.3,0.473,9.4,17.8,0.11,104.0,1,2022,2021-12-31,True
14497,SAC,96,92.3,0.473,9.4,17.8,0.11,104.0,1,0,DAL,112,92.3,0.574,10.8,28.6,0.235,121.3,0,2022,2021-12-31,False
14498,POR,116,98.9,0.462,6.1,25.9,0.337,117.3,0,1,LAC,133,98.9,0.607,6.4,19.0,0.281,134.5,1,2021,2021-04-06,False
14499,LAC,133,98.9,0.607,6.4,19.0,0.281,134.5,1,0,POR,116,98.9,0.462,6.1,25.9,0.337,117.3,0,2021,2021-04-06,True
14500,OKC,91,106.2,0.451,16.2,15.4,0.099,85.7,0,1,HOU,124,106.2,0.595,14.4,24.4,0.116,116.8,1,2022,2021-10-22,False
14501,HOU,124,106.2,0.595,14.4,24.4,0.116,116.8,1,0,OKC,91,106.2,0.451,16.2,15.4,0.099,85.7,0,2022,2021-10-22,True
14502,MEM,119,95.9,0.586,11.3,20.0,0.108,112.4,0,1,ORL,123,95.9,0.548,7.1,8.7,0.226,116.1,1,2019,2019-03-22,False
14503,ORL,123,95.9,0.548,7.1,8.7,0.226,116.1,1,0,MEM,119,95.9,0.586,11.3,20.0,0.108,112.4,0,2019,2019-03-22,True
14504,MEM,107,86.8,0.481,8.7,31.0,0.429,123.2,0,1,MIN,99,86.8,0.476,11.3,35.6,0.226,114.0,1,2017,2017-02-04,True
14505,MIN,99,86.8,0.476,11.3,35.6,0.226,114.0,1,0,MEM,107,86.8,0.481,8.7,31.0,0.429,123.2,0,2017,2017-02-04,False
14506,MEM,123,107.3,0.554,14.3,19.0,0.215,114.6,0,1,SAC,128,107.3,0.567,10.4,17.1,0.289,119.3,1,2020,2020-01-02,False
14507,SAC,128,107.3,0.567,10.4,17.1,0.289,119.3,1,0,MEM,123,107.3,0.554,14.3,19.0,0.215,114.6,0,2020,2020-01-02,True
14508,MEM,104,97.9,0.464,14.1,19.6,0.144,96.2,0,1,GSW,101,97.9,0.511,18.8,14.6,0.1,93.4,1,2022,2021-10-28,True
14509,GSW,101,97.9,0.511,18.8,14.6,0.1,93.4,1,0,MEM,104,97.9,0.464,14.1,19.6,0.144,96.2,0,2022,2021-10-28,False
14510,ATL,117,103.6,0.529,16.3,18.6,0.318,112.9,0,1,MIL,122,103.6,0.541,10.7,20.0,0.337,117.8,1,2018,2018-03-17,False
14511,MIL,122,103.6,0.541,10.7,20.0,0.337,117.8,1,0,ATL,117,103.6,0.529,16.3,18.6,0.318,112.9,0,2018,2018-03-17,True
14512,MIN,111,100.4,0.566,16.2,22.2,0.205,110.5,0,1,HOU,117,100.4,0.606,14.9,13.2,0.25,116.5,1,2020,2020-03-10,False
14513,HOU,117,100.4,0.606,14.9,13.2,0.25,116.5,1,0,MIN,111,100.4,0.566,16.2,22.2,0.205,110.5,0,2020,2020-03-10,True
14514,SAC,124,98.1,0.608,10.2,17.9,0.193,126.4,0,1,LAC,115,98.1,0.515,9.3,35.4,0.12,117.2,1,2022,2021-12-01,True
14515,LAC,115,98.1,0.515,9.3,35.4,0.12,117.2,1,0,SAC,124,98.1,0.608,10.2,17.9,0.193,126.4,0,2022,2021-12-01,False
14516,HOU,115,90.6,0.601,8.9,17.1,0.253,126.9,0,1,POR,111,90.6,0.562,7.9,24.4,0.247,122.5,1,2018,2018-03-20,True
14517,POR,111,90.6,0.562,7.9,24.4,0.247,122.5,1,0,HOU,115,90.6,0.601,8.9,17.1,0.253,126.9,0,2018,2018-03-20,False
14518,TOR,124,99.6,0.645,13.2,20.0,0.151,124.5,0,1,UTA,111,99.6,0.488,10.3,25.0,0.314,111.4,1,2019,2018-11-05,True
14519,UTA,111,99.6,0.488,10.3,25.0,0.314,111.4,1,0,TOR,124,99.6,0.645,13.2,20.0,0.151,124.5,0,2019,2018-11-05,False
14520,LAC,96,97.8,0.464,11.4,24.5,0.062,98.2,0,1,PHO,103,97.8,0.533,14.5,26.7,0.078,105.4,1,2022,2022-02-15,False
14521,PHO,103,97.8,0.533,14.5,26.7,0.078,105.4,1,0,LAC,96,97.8,0.464,11.4,24.5,0.062,98.2,0,2022,2022-02-15,True
14522,MIA,102,95.9,0.494,10.3,21.3,0.157,106.4,0,1,ORL,97,95.9,0.547,21.4,19.5,0.2,101.2,1,2021,2021-03-14,True
14523,ORL,97,95.9,0.547,21.4,19.5,0.2,101.2,1,0,MIA,102,95.9,0.494,10.3,21.3,0.157,106.4,0,2021,2021-03-14,False
14524,PHO,123,97.4,0.607,9.4,21.1,0.25,126.3,0,1,OKC,120,97.4,0.56,12.8,35.4,0.185,123.2,1,2021,2021-05-02,True
14525,OKC,120,97.4,0.56,12.8,35.4,0.185,123.2,1,0,PHO,123,97.4,0.607,9.4,21.1,0.25,126.3,0,2021,2021-05-02,False
14526,MIA,116,97.3,0.582,17.2,25.0,0.304,119.3,0,1,CHI,108,97.3,0.511,11.6,28.6,0.178,111.0,1,2020,2019-11-22,True
14527,CHI,108,97.3,0.511,11.6,28.6,0.178,111.0,1,0,MIA,116,97.3,0.582,17.2,25.0,0.304,119.3,0,2020,2019-11-22,False
14528,DET,136,102.2,0.68,14.9,33.3,0.221,133.1,0,1,ATL,103,102.2,0.484,16.0,25.0,0.14,100.8,1,2020,2020-01-18,True
14529,ATL,103,102.2,0.484,16.0,25.0,0.14,100.8,1,0,DET,136,102.2,0.68,14.9,33.3,0.221,133.1,0,2020,2020-01-18,False
14530,OKC,127,101.3,0.616,11.4,26.8,0.105,125.4,0,1,LAC,117,101.3,0.495,8.3,30.0,0.18,115.5,1,2018,2018-01-04,True
14531,LAC,117,101.3,0.495,8.3,30.0,0.18,115.5,1,0,OKC,127,101.3,0.616,11.4,26.8,0.105,125.4,0,2018,2018-01-04,False
14532,WAS,95,99.6,0.435,9.0,16.7,0.163,95.4,0,1,DEN,90,99.6,0.414,9.8,21.1,0.14,90.4,1,2019,2019-03-31,True
14533,DEN,90,99.6,0.414,9.8,21.1,0.14,90.4,1,0,WAS,95,99.6,0.435,9.0,16.7,0.163,95.4,0,2019,2019-03-31,False
14534,ATL,104,96.0,0.506,11.8,24.4,0.144,108.3,0,1,CHI,106,96.0,0.541,11.6,15.0,0.165,110.4,1,2017,2017-04-01,False
14535,CHI,106,96.0,0.541,11.6,15.0,0.165,110.4,1,0,ATL,104,96.0,0.506,11.8,24.4,0.144,108.3,0,2017,2017-04-01,True
14536,DET,119,92.4,0.543,9.6,38.0,0.181,128.9,0,1,CLE,126,92.4,0.652,8.1,15.2,0.291,136.4,1,2019,2019-03-18,False
14537,CLE,126,92.4,0.652,8.1,15.2,0.291,136.4,1,0,DET,119,92.4,0.543,9.6,38.0,0.181,128.9,0,2019,2019-03-18,True
14538,DET,77,91.0,0.434,13.5,7.0,0.145,84.6,0,1,UTA,110,91.0,0.638,12.3,17.9,0.1,120.8,1,2017,2017-01-13,False
14539,UTA,110,91.0,0.638,12.3,17.9,0.1,120.8,1,0,DET,77,91.0,0.434,13.5,7.0,0.145,84.6,0,2017,2017-01-13,True
14540,SAC,115,102.2,0.518,11.6,20.9,0.318,112.6,0,1,SAS,112,102.2,0.559,9.9,13.0,0.086,109.6,1,2022,2022-03-03,True
14541,SAS,112,102.2,0.559,9.9,13.0,0.086,109.6,1,0,SAC,115,102.2,0.518,11.6,20.9,0.318,112.6,0,2022,2022-03-03,False
14542,UTA,91,92.7,0.514,17.8,23.7,0.219,98.2,0,1,OKC,113,92.7,0.596,13.1,27.0,0.169,121.9,1,2016,2016-03-24,False
14543,OKC,113,92.7,0.596,13.1,27.0,0.169,121.9,1,0,UTA,91,92.7,0.514,17.8,23.7,0.219,98.2,0,2016,2016-03-24,True
14544,OKC,129,100.2,0.55,9.0,22.0,0.178,116.6,0,1,IND,125,100.2,0.554,11.2,21.8,0.129,113.0,1,2022,2022-02-25,True
14545,IND,125,100.2,0.554,11.2,21.8,0.129,113.0,1,0,OKC,129,100.2,0.55,9.0,22.0,0.178,116.6,0,2022,2022-02-25,False
14546,MEM,115,100.9,0.58,14.2,25.6,0.148,114.0,0,1,BRK,118,100.9,0.611,19.7,22.5,0.417,116.9,1,2018,2018-03-19,False
14547,BRK,118,100.9,0.611,19.7,22.5,0.417,116.9,1,0,MEM,115,100.9,0.58,14.2,25.6,0.148,114.0,0,2018,2018-03-19,True
14548,HOU,89,92.4,0.468,16.5,18.2,0.221,96.3,0,1,MEM,103,92.4,0.553,9.1,14.6,0.106,111.5,1,2018,2017-10-28,False
14549,MEM,103,92.4,0.553,9.1,14.6,0.106,111.5,1,0,HOU,89,92.4,0.468,16.5,18.2,0.221,96.3,0,2018,2017-10-28,True
14550,HOU,119,102.4,0.52,17.1,37.7,0.173,116.2,0,1,TOR,109,102.4,0.5,14.7,26.1,0.239,106.4,1,2020,2019-12-05,True
14551,TOR,109,102.4,0.5,14.7,26.1,0.239,106.4,1,0,HOU,119,102.4,0.52,17.1,37.7,0.173,116.2,0,2020,2019-12-05,False
14552,PHI,109,100.0,0.539,17.8,28.6,0.338,109.0,0,1,LAC,105,100.0,0.512,13.5,18.0,0.256,105.0,1,2018,2017-11-13,True
14553,LAC,105,100.0,0.512,13.5,18.0,0.256,105.0,1,0,PHI,109,100.0,0.539,17.8,28.6,0.338,109.0,0,2018,2017-11-13,False
14554,GSW,113,91.6,0.521,7.1,17.3,0.135,111.7,0,1,SAS,117,91.6,0.542,8.8,22.2,0.135,115.7,1,2020,2019-12-31,False
14555,SAS,117,91.6,0.542,8.8,22.2,0.135,115.7,1,0,GSW,113,91.6,0.521,7.1,17.3,0.135,111.7,0,2020,2019-12-31,True
14556,ATL,134,92.6,0.565,9.7,22.2,0.21,119.8,0,1,SAS,129,92.6,0.505,4.7,19.0,0.164,115.3,1,2021,2021-04-01,True
14557,SAS,129,92.6,0.505,4.7,19.0,0.164,115.3,1,0,ATL,134,92.6,0.565,9.7,22.2,0.21,119.8,0,2021,2021-04-01,False
14558,MIN,110,105.7,0.452,13.6,28.8,0.266,104.1,0,1,SAC,121,105.7,0.516,10.0,24.5,0.242,114.5,1,2019,2018-11-09,False
14559,SAC,121,105.7,0.516,10.0,24.5,0.242,114.5,1,0,MIN,110,105.7,0.452,13.6,28.8,0.266,104.1,0,2019,2018-11-09,True
14560,DAL,105,95.0,0.517,6.0,13.0,0.172,110.5,0,1,SAS,101,95.0,0.518,10.6,12.5,0.181,106.3,1,2017,2017-01-29,True
14561,SAS,101,95.0,0.518,10.6,12.5,0.181,106.3,1,0,DAL,105,95.0,0.517,6.0,13.0,0.172,110.5,0,2017,2017-01-29,False
14562,PHO,114,104.5,0.535,13.0,21.4,0.256,109.1,0,1,MIN,116,104.5,0.462,12.1,29.3,0.352,111.0,1,2019,2019-01-20,False
14563,MIN,116,104.5,0.462,12.1,29.3,0.352,111.0,1,0,PHO,114,104.5,0.535,13.0,21.4,0.256,109.1,0,2019,2019-01-20,True
14564,BOS,107,100.9,0.495,10.6,20.0,0.187,106.1,0,1,LAL,100,100.9,0.444,9.7,21.2,0.222,99.2,1,2016,2016-04-03,True
14565,LAL,100,100.9,0.444,9.7,21.2,0.222,99.2,1,0,BOS,107,100.9,0.495,10.6,20.0,0.187,106.1,0,2016,2016-04-03,False
14566,LAC,115,101.9,0.538,10.7,20.0,0.174,112.8,0,1,NOP,135,101.9,0.728,16.6,14.8,0.21,132.4,1,2021,2021-03-14,False
14567,NOP,135,101.9,0.728,16.6,14.8,0.21,132.4,1,0,LAC,115,101.9,0.538,10.7,20.0,0.174,112.8,0,2021,2021-03-14,True
14568,MIN,102,93.9,0.538,16.2,20.9,0.215,108.6,0,1,DAL,114,93.9,0.552,9.4,25.0,0.221,121.4,1,2022,2021-12-21,False
14569,DAL,114,93.9,0.552,9.4,25.0,0.221,121.4,1,0,MIN,102,93.9,0.538,16.2,20.9,0.215,108.6,0,2022,2021-12-21,True
14570,BOS,89,95.9,0.416,14.9,17.8,0.325,92.8,0,1,WAS,116,95.9,0.511,8.0,30.2,0.239,120.9,1,2017,2017-05-04,False
14571,WAS,116,95.9,0.511,8.0,30.2,0.239,120.9,1,0,BOS,89,95.9,0.416,14.9,17.8,0.325,92.8,0,2017,2017-05-04,True
14572,HOU,104,92.5,0.567,8.9,14.9,0.134,112.4,0,1,DAL,97,92.5,0.518,12.6,20.0,0.146,104.9,1,2018,2018-01-24,True
14573,DAL,97,92.5,0.518,12.6,20.0,0.146,104.9,1,0,HOU,104,92.5,0.567,8.9,14.9,0.134,112.4,0,2018,2018-01-24,False
14574,NYK,121,92.6,0.571,9.1,36.2,0.187,130.6,0,1,SAS,109,92.6,0.511,9.0,27.1,0.163,117.7,1,2022,2021-12-07,True
14575,SAS,109,92.6,0.511,9.0,27.1,0.163,117.7,1,0,NYK,121,92.6,0.571,9.1,36.2,0.187,130.6,0,2022,2021-12-07,False
14576,GSW,118,100.2,0.578,16.1,22.9,0.265,117.7,0,1,CLE,113,100.2,0.511,10.6,21.7,0.233,112.7,1,2017,2017-06-07,True
14577,CLE,113,100.2,0.511,10.6,21.7,0.233,112.7,1,0,GSW,118,100.2,0.578,16.1,22.9,0.265,117.7,0,2017,2017-06-07,False
14578,UTA,107,89.6,0.556,11.5,28.2,0.225,119.4,0,1,LAL,101,89.6,0.477,9.3,34.9,0.207,112.7,1,2017,2016-12-05,True
14579,LAL,101,89.6,0.477,9.3,34.9,0.207,112.7,1,0,UTA,107,89.6,0.556,11.5,28.2,0.225,119.4,0,2017,2016-12-05,False
14580,LAL,102,96.8,0.596,16.7,10.5,0.115,105.4,0,1,SAC,113,96.8,0.612,15.7,26.3,0.106,116.8,1,2018,2017-11-22,False
14581,SAC,113,96.8,0.612,15.7,26.3,0.106,116.8,1,0,LAL,102,96.8,0.596,16.7,10.5,0.115,105.4,0,2018,2017-11-22,True
14582,SAS,116,102.8,0.562,9.1,10.9,0.18,112.8,0,1,DEN,97,102.8,0.454,9.6,18.9,0.082,94.3,1,2022,2022-04-05,True
14583,DEN,97,102.8,0.454,9.6,18.9,0.082,94.3,1,0,SAS,116,102.8,0.562,9.1,10.9,0.18,112.8,0,2022,2022-04-05,False
14584,SAC,94,86.0,0.527,10.6,18.2,0.216,109.3,0,1,UTA,93,86.0,0.507,11.6,17.5,0.243,108.2,1,2017,2016-12-21,True
14585,UTA,93,86.0,0.507,11.6,17.5,0.243,108.2,1,0,SAC,94,86.0,0.527,10.6,18.2,0.216,109.3,0,2017,2016-12-21,False
14586,GSW,115,98.9,0.579,13.0,15.0,0.244,116.3,0,1,LAC,112,98.9,0.516,12.1,31.3,0.16,113.2,1,2016,2016-02-20,True
14587,LAC,112,98.9,0.516,12.1,31.3,0.16,113.2,1,0,GSW,115,98.9,0.579,13.0,15.0,0.244,116.3,0,2016,2016-02-20,False
14588,NOP,111,105.5,0.505,13.8,28.6,0.183,105.2,0,1,IND,126,105.5,0.548,9.2,26.0,0.258,119.4,1,2019,2019-02-22,False
14589,IND,126,105.5,0.548,9.2,26.0,0.258,119.4,1,0,NOP,111,105.5,0.505,13.8,28.6,0.183,105.2,0,2019,2019-02-22,True
14590,DEN,110,101.0,0.521,10.7,18.6,0.128,108.9,0,1,PHI,117,101.0,0.564,15.6,17.9,0.372,115.9,1,2019,2019-02-08,False
14591,PHI,117,101.0,0.564,15.6,17.9,0.372,115.9,1,0,DEN,110,101.0,0.521,10.7,18.6,0.128,108.9,0,2019,2019-02-08,True
14592,LAC,103,99.8,0.478,15.6,26.5,0.189,103.2,0,1,NOP,120,99.8,0.628,14.6,20.5,0.207,120.3,1,2021,2021-04-26,False
14593,NOP,120,99.8,0.628,14.6,20.5,0.207,120.3,1,0,LAC,103,99.8,0.478,15.6,26.5,0.189,103.2,0,2021,2021-04-26,True
14594,OKC,94,86.3,0.506,13.1,28.2,0.177,109.0,0,1,UTA,90,86.3,0.474,11.0,24.4,0.205,104.3,1,2016,2015-12-11,True
14595,UTA,90,86.3,0.474,11.0,24.4,0.205,104.3,1,0,OKC,94,86.3,0.506,13.1,28.2,0.177,109.0,0,2016,2015-12-11,False
14596,DEN,103,96.5,0.521,11.0,17.8,0.042,106.7,0,1,SAS,104,96.5,0.529,8.8,14.6,0.165,107.8,1,2019,2019-03-04,False
14597,SAS,104,96.5,0.529,8.8,14.6,0.165,107.8,1,0,DEN,103,96.5,0.521,11.0,17.8,0.042,106.7,0,2019,2019-03-04,True
14598,CHO,106,105.8,0.41,7.4,21.7,0.24,100.2,0,1,PHO,137,105.8,0.674,14.4,25.0,0.095,129.5,1,2022,2021-12-19,False
14599,PHO,137,105.8,0.674,14.4,25.0,0.095,129.5,1,0,CHO,106,105.8,0.41,7.4,21.7,0.24,100.2,0,2022,2021-12-19,True
14600,OKC,98,91.3,0.513,13.0,21.1,0.215,107.3,0,1,HOU,111,91.3,0.522,6.6,21.6,0.176,121.5,1,2020,2020-08-20,False
14601,HOU,111,91.3,0.522,6.6,21.6,0.176,121.5,1,0,OKC,98,91.3,0.513,13.0,21.1,0.215,107.3,0,2020,2020-08-20,True
14602,OKC,86,106.8,0.396,12.3,8.8,0.154,80.6,0,1,MIL,133,106.8,0.605,13.8,31.1,0.12,124.6,1,2020,2020-02-28,False
14603,MIL,133,106.8,0.605,13.8,31.1,0.12,124.6,1,0,OKC,86,106.8,0.396,12.3,8.8,0.154,80.6,0,2020,2020-02-28,True
14604,SAC,113,96.4,0.571,12.7,25.6,0.188,117.2,0,1,NYK,92,96.4,0.45,12.2,18.4,0.25,95.4,1,2020,2019-11-03,True
14605,NYK,92,96.4,0.45,12.2,18.4,0.25,95.4,1,0,SAC,113,96.4,0.571,12.7,25.6,0.188,117.2,0,2020,2019-11-03,False
14606,SAC,122,108.4,0.538,15.3,16.7,0.096,101.9,0,1,CHO,127,108.4,0.546,14.8,17.4,0.204,106.1,1,2016,2015-11-23,False
14607,CHO,127,108.4,0.546,14.8,17.4,0.204,106.1,1,0,SAC,122,108.4,0.538,15.3,16.7,0.096,101.9,0,2016,2015-11-23,True
14608,BOS,96,91.2,0.506,12.2,26.1,0.056,105.3,0,1,OKC,99,91.2,0.512,11.2,34.9,0.169,108.6,1,2017,2016-12-11,False
14609,OKC,99,91.2,0.512,11.2,34.9,0.169,108.6,1,0,BOS,96,91.2,0.506,12.2,26.1,0.056,105.3,0,2017,2016-12-11,True
14610,NOP,125,101.9,0.608,14.0,17.9,0.205,122.7,0,1,CLE,111,101.9,0.49,9.5,29.2,0.165,109.0,1,2020,2020-01-28,True
14611,CLE,111,101.9,0.49,9.5,29.2,0.165,109.0,1,0,NOP,125,101.9,0.608,14.0,17.9,0.205,122.7,0,2020,2020-01-28,False
14612,DAL,108,89.1,0.586,4.4,5.9,0.25,121.2,0,1,POR,104,89.1,0.506,8.5,26.1,0.17,116.7,1,2017,2017-02-03,True
14613,POR,104,89.1,0.506,8.5,26.1,0.17,116.7,1,0,DAL,108,89.1,0.586,4.4,5.9,0.25,121.2,0,2017,2017-02-03,False
14614,ORL,103,99.3,0.513,18.5,19.4,0.347,103.7,0,1,NYK,105,99.3,0.5,11.5,23.8,0.141,105.7,1,2020,2020-02-06,False
14615,NYK,105,99.3,0.5,11.5,23.8,0.141,105.7,1,0,ORL,103,99.3,0.513,18.5,19.4,0.347,103.7,0,2020,2020-02-06,True
14616,CHI,109,95.6,0.603,14.8,10.8,0.192,114.0,0,1,NOP,126,95.6,0.566,9.3,25.6,0.386,131.7,1,2022,2022-03-24,False
14617,NOP,126,95.6,0.566,9.3,25.6,0.386,131.7,1,0,CHI,109,95.6,0.603,14.8,10.8,0.192,114.0,0,2022,2022-03-24,True
14618,ORL,111,100.0,0.549,12.5,23.9,0.121,111.0,0,1,BRK,121,100.0,0.574,9.8,22.5,0.138,121.0,1,2017,2017-04-01,False
14619,BRK,121,100.0,0.574,9.8,22.5,0.138,121.0,1,0,ORL,111,100.0,0.549,12.5,23.9,0.121,111.0,0,2017,2017-04-01,True
14620,BRK,108,97.2,0.474,9.4,12.5,0.177,100.7,0,1,NOP,101,97.2,0.397,6.4,25.0,0.15,94.1,1,2020,2019-12-17,True
14621,NOP,101,97.2,0.397,6.4,25.0,0.15,94.1,1,0,BRK,108,97.2,0.474,9.4,12.5,0.177,100.7,0,2020,2019-12-17,False
14622,POR,117,96.6,0.593,14.0,22.9,0.259,121.1,0,1,OKC,106,96.6,0.518,12.8,24.4,0.226,109.7,1,2018,2018-01-09,True
14623,OKC,106,96.6,0.518,12.8,24.4,0.226,109.7,1,0,POR,117,96.6,0.593,14.0,22.9,0.259,121.1,0,2018,2018-01-09,False
14624,SAS,85,93.1,0.414,10.7,22.0,0.222,91.3,0,1,DEN,113,93.1,0.609,13.2,22.9,0.08,121.3,1,2019,2019-04-03,False
14625,DEN,113,93.1,0.609,13.2,22.9,0.08,121.3,1,0,SAS,85,93.1,0.414,10.7,22.0,0.222,91.3,0,2019,2019-04-03,True
14626,NYK,117,98.5,0.506,12.0,37.8,0.333,118.8,0,1,ORL,131,98.5,0.649,13.6,21.9,0.262,133.0,1,2019,2018-11-18,False
14627,ORL,131,98.5,0.649,13.6,21.9,0.262,133.0,1,0,NYK,117,98.5,0.506,12.0,37.8,0.333,118.8,0,2019,2018-11-18,True
14628,ATL,108,96.1,0.532,6.6,20.0,0.085,112.3,0,1,TOR,118,96.1,0.48,5.8,37.7,0.208,122.7,1,2022,2022-04-05,False
14629,TOR,118,96.1,0.48,5.8,37.7,0.208,122.7,1,0,ATL,108,96.1,0.532,6.6,20.0,0.085,112.3,0,2022,2022-04-05,True
14630,CLE,85,81.2,0.455,8.0,28.9,0.057,104.7,0,1,UTA,94,81.2,0.577,13.5,23.5,0.169,115.8,1,2016,2016-03-14,False
14631,UTA,94,81.2,0.577,13.5,23.5,0.169,115.8,1,0,CLE,85,81.2,0.455,8.0,28.9,0.057,104.7,0,2016,2016-03-14,True
14632,MIL,142,102.3,0.63,10.7,34.8,0.16,138.8,0,1,OKC,115,102.3,0.595,13.9,14.0,0.179,112.4,1,2022,2022-03-08,True
14633,OKC,115,102.3,0.595,13.9,14.0,0.179,112.4,1,0,MIL,142,102.3,0.63,10.7,34.8,0.16,138.8,0,2022,2022-03-08,False
14634,NOP,89,103.3,0.399,22.0,38.2,0.202,86.2,0,1,MIN,96,103.3,0.469,15.9,24.5,0.063,93.0,1,2022,2021-10-23,False
14635,MIN,96,103.3,0.469,15.9,24.5,0.063,93.0,1,0,NOP,89,103.3,0.399,22.0,38.2,0.202,86.2,0,2022,2021-10-23,True
14636,UTA,99,89.5,0.476,13.1,32.5,0.241,110.6,0,1,DAL,93,89.5,0.441,7.1,14.9,0.342,103.9,1,2022,2022-04-16,True
14637,DAL,93,89.5,0.441,7.1,14.9,0.342,103.9,1,0,UTA,99,89.5,0.476,13.1,32.5,0.241,110.6,0,2022,2022-04-16,False
14638,ORL,124,101.6,0.524,9.6,30.2,0.412,122.1,0,1,PHI,115,101.6,0.608,19.6,16.7,0.241,113.2,1,2016,2016-02-23,True
14639,PHI,115,101.6,0.608,19.6,16.7,0.241,113.2,1,0,ORL,124,101.6,0.524,9.6,30.2,0.412,122.1,0,2016,2016-02-23,False
14640,MEM,101,92.2,0.565,12.9,18.9,0.071,109.5,0,1,MIN,93,92.2,0.468,13.5,20.0,0.241,100.8,1,2018,2018-03-26,True
14641,MIN,93,92.2,0.468,13.5,20.0,0.241,100.8,1,0,MEM,101,92.2,0.565,12.9,18.9,0.071,109.5,0,2018,2018-03-26,False
14642,DAL,70,93.6,0.321,11.2,17.6,0.19,74.8,0,1,OKC,108,93.6,0.525,16.3,36.8,0.3,115.4,1,2016,2016-04-16,False
14643,OKC,108,93.6,0.525,16.3,36.8,0.3,115.4,1,0,DAL,70,93.6,0.321,11.2,17.6,0.19,74.8,0,2016,2016-04-16,True
14644,MIA,100,90.0,0.494,14.9,31.8,0.174,100.7,0,1,LAL,102,90.0,0.392,7.3,31.7,0.216,102.7,1,2016,2016-03-30,False
14645,LAL,102,90.0,0.392,7.3,31.7,0.216,102.7,1,0,MIA,100,90.0,0.494,14.9,31.8,0.174,100.7,0,2016,2016-03-30,True
